adaptiveThreshWinSizeMin,adaptiveThreshWinSizeMax,adaptiveThreshWinSizeStep,foundA,foundB,Total Found,Thresh1,Thresh2,Cam A Imgs,Cam B Imgs
3,6,3,51,51,102,3,6,55,55
3,7,3,51,51,102,3,6,55,55
3,7,4,51,51,102,3,7,55,55
3,8,3,51,51,102,3,6,55,55
3,8,4,51,51,102,3,7,55,55
3,8,5,51,51,102,3,8,55,55
3,9,4,51,51,102,3,7,55,55
3,9,5,51,51,102,3,8,55,55
3,9,6,51,51,102,3,9,55,55
3,10,4,51,51,102,3,7,55,55
3,10,5,51,51,102,3,8,55,55
3,10,6,51,51,102,3,9,55,55
3,10,7,47,49,96,3,10,55,55
3,11,5,51,51,102,3,8,55,55
3,11,6,51,51,102,3,9,55,55
3,11,7,47,49,96,3,10,55,55
3,11,8,47,49,96,3,11,55,55
3,12,5,51,51,102,3,8,55,55
3,12,6,51,51,102,3,9,55,55
3,12,7,47,49,96,3,10,55,55
3,12,8,47,49,96,3,11,55,55
3,12,9,46,48,94,3,12,55,55
3,13,6,51,51,102,3,9,55,55
3,13,7,47,49,96,3,10,55,55
3,13,8,47,49,96,3,11,55,55
3,13,9,46,48,94,3,12,55,55
3,13,10,46,48,94,3,13,55,55
3,14,6,51,51,102,3,9,55,55
3,14,7,47,49,96,3,10,55,55
3,14,8,47,49,96,3,11,55,55
3,14,9,46,48,94,3,12,55,55
3,14,10,46,48,94,3,13,55,55
3,14,11,46,49,95,3,14,55,55
3,15,7,47,49,96,3,10,55,55
3,15,8,47,49,96,3,11,55,55
3,15,9,46,48,94,3,12,55,55
3,15,10,46,48,94,3,13,55,55
3,15,11,46,49,95,3,14,55,55
3,15,12,46,49,95,3,15,55,55
3,16,7,47,49,96,3,10,55,55
3,16,8,47,49,96,3,11,55,55
3,16,9,46,48,94,3,12,55,55
3,16,10,46,48,94,3,13,55,55
3,16,11,46,49,95,3,14,55,55
3,16,12,46,49,95,3,15,55,55
3,16,13,46,51,97,3,16,55,55
3,17,8,47,49,96,3,11,55,55
3,17,9,46,48,94,3,12,55,55
3,17,10,46,48,94,3,13,55,55
3,17,11,46,49,95,3,14,55,55
3,17,12,46,49,95,3,15,55,55
3,17,13,46,51,97,3,16,55,55
3,17,14,46,51,97,3,17,55,55
3,18,8,47,49,96,3,11,55,55
3,18,9,46,48,94,3,12,55,55
3,18,10,46,48,94,3,13,55,55
3,18,11,46,49,95,3,14,55,55
3,18,12,46,49,95,3,15,55,55
3,18,13,46,51,97,3,16,55,55
3,18,14,46,51,97,3,17,55,55
3,18,15,46,51,97,3,18,55,55
3,19,9,46,48,94,3,12,55,55
3,19,10,46,48,94,3,13,55,55
3,19,11,46,49,95,3,14,55,55
3,19,12,46,49,95,3,15,55,55
3,19,13,46,51,97,3,16,55,55
3,19,14,46,51,97,3,17,55,55
3,19,15,46,51,97,3,18,55,55
3,19,16,46,51,97,3,19,55,55
3,20,9,46,48,94,3,12,55,55
3,20,10,46,48,94,3,13,55,55
3,20,11,46,49,95,3,14,55,55
3,20,12,46,49,95,3,15,55,55
3,20,13,46,51,97,3,16,55,55
3,20,14,46,51,97,3,17,55,55
3,20,15,46,51,97,3,18,55,55
3,20,16,46,51,97,3,19,55,55
3,20,17,46,51,97,3,20,55,55
3,21,10,46,48,94,3,13,55,55
3,21,11,46,49,95,3,14,55,55
3,21,12,46,49,95,3,15,55,55
3,21,13,46,51,97,3,16,55,55
3,21,14,46,51,97,3,17,55,55
3,21,15,46,51,97,3,18,55,55
3,21,16,46,51,97,3,19,55,55
3,21,17,46,51,97,3,20,55,55
3,21,18,46,51,97,3,21,55,55
3,22,10,46,48,94,3,13,55,55
3,22,11,46,49,95,3,14,55,55
3,22,12,46,49,95,3,15,55,55
3,22,13,46,51,97,3,16,55,55
3,22,14,46,51,97,3,17,55,55
3,22,15,46,51,97,3,18,55,55
3,22,16,46,51,97,3,19,55,55
3,22,17,46,51,97,3,20,55,55
3,22,18,46,51,97,3,21,55,55
3,22,19,46,51,97,3,22,55,55
3,23,11,46,49,95,3,14,55,55
3,23,12,46,49,95,3,15,55,55
3,23,13,46,51,97,3,16,55,55
3,23,14,46,51,97,3,17,55,55
3,23,15,46,51,97,3,18,55,55
3,23,16,46,51,97,3,19,55,55
3,23,17,46,51,97,3,20,55,55
3,23,18,46,51,97,3,21,55,55
3,23,19,46,51,97,3,22,55,55
3,23,20,46,51,97,3,23,55,55
3,24,11,46,49,95,3,14,55,55
3,24,12,46,49,95,3,15,55,55
3,24,13,46,51,97,3,16,55,55
3,24,14,46,51,97,3,17,55,55
3,24,15,46,51,97,3,18,55,55
3,24,16,46,51,97,3,19,55,55
3,24,17,46,51,97,3,20,55,55
3,24,18,46,51,97,3,21,55,55
3,24,19,46,51,97,3,22,55,55
3,24,20,46,51,97,3,23,55,55
3,24,21,46,51,97,3,24,55,55
3,25,12,46,49,95,3,15,55,55
3,25,13,46,51,97,3,16,55,55
3,25,14,46,51,97,3,17,55,55
3,25,15,46,51,97,3,18,55,55
3,25,16,46,51,97,3,19,55,55
3,25,17,46,51,97,3,20,55,55
3,25,18,46,51,97,3,21,55,55
3,25,19,46,51,97,3,22,55,55
3,25,20,46,51,97,3,23,55,55
3,25,21,46,51,97,3,24,55,55
3,25,22,46,51,97,3,25,55,55
3,26,12,46,49,95,3,15,55,55
3,26,13,46,51,97,3,16,55,55
3,26,14,46,51,97,3,17,55,55
3,26,15,46,51,97,3,18,55,55
3,26,16,46,51,97,3,19,55,55
3,26,17,46,51,97,3,20,55,55
3,26,18,46,51,97,3,21,55,55
3,26,19,46,51,97,3,22,55,55
3,26,20,46,51,97,3,23,55,55
3,26,21,46,51,97,3,24,55,55
3,26,22,46,51,97,3,25,55,55
3,26,23,46,51,97,3,26,55,55
3,27,13,46,51,97,3,16,55,55
3,27,14,46,51,97,3,17,55,55
3,27,15,46,51,97,3,18,55,55
3,27,16,46,51,97,3,19,55,55
3,27,17,46,51,97,3,20,55,55
3,27,18,46,51,97,3,21,55,55
3,27,19,46,51,97,3,22,55,55
3,27,20,46,51,97,3,23,55,55
3,27,21,46,51,97,3,24,55,55
3,27,22,46,51,97,3,25,55,55
3,27,23,46,51,97,3,26,55,55
3,27,24,46,51,97,3,27,55,55
3,28,13,46,51,97,3,16,55,55
3,28,14,46,51,97,3,17,55,55
3,28,15,46,51,97,3,18,55,55
3,28,16,46,51,97,3,19,55,55
3,28,17,46,51,97,3,20,55,55
3,28,18,46,51,97,3,21,55,55
3,28,19,46,51,97,3,22,55,55
3,28,20,46,51,97,3,23,55,55
3,28,21,46,51,97,3,24,55,55
3,28,22,46,51,97,3,25,55,55
3,28,23,46,51,97,3,26,55,55
3,28,24,46,51,97,3,27,55,55
3,28,25,46,51,97,3,28,55,55
3,29,14,46,51,97,3,17,55,55
3,29,15,46,51,97,3,18,55,55
3,29,16,46,51,97,3,19,55,55
3,29,17,46,51,97,3,20,55,55
3,29,18,46,51,97,3,21,55,55
3,29,19,46,51,97,3,22,55,55
3,29,20,46,51,97,3,23,55,55
3,29,21,46,51,97,3,24,55,55
3,29,22,46,51,97,3,25,55,55
3,29,23,46,51,97,3,26,55,55
3,29,24,46,51,97,3,27,55,55
3,29,25,46,51,97,3,28,55,55
3,29,26,46,51,97,3,29,55,55
4,7,3,51,51,102,4,7,55,55
4,8,3,51,51,102,4,7,55,55
4,8,4,51,51,102,4,8,55,55
4,9,3,51,51,102,4,7,55,55
4,9,4,51,51,102,4,8,55,55
4,9,5,51,51,102,4,9,55,55
4,10,4,51,51,102,4,8,55,55
4,10,5,51,51,102,4,9,55,55
4,10,6,50,51,101,4,10,55,55
4,11,4,51,51,102,4,8,55,55
4,11,5,51,51,102,4,9,55,55
4,11,6,50,51,101,4,10,55,55
4,11,7,50,51,101,4,11,55,55
4,12,5,51,51,102,4,9,55,55
4,12,6,50,51,101,4,10,55,55
4,12,7,50,51,101,4,11,55,55
4,12,8,50,50,100,4,12,55,55
4,13,5,51,51,102,4,9,55,55
4,13,6,50,51,101,4,10,55,55
4,13,7,50,51,101,4,11,55,55
4,13,8,50,50,100,4,12,55,55
4,13,9,50,50,100,4,13,55,55
4,14,6,50,51,101,4,10,55,55
4,14,7,50,51,101,4,11,55,55
4,14,8,50,50,100,4,12,55,55
4,14,9,50,50,100,4,13,55,55
4,14,10,50,51,101,4,14,55,55
4,15,6,50,51,101,4,10,55,55
4,15,7,50,51,101,4,11,55,55
4,15,8,50,50,100,4,12,55,55
4,15,9,50,50,100,4,13,55,55
4,15,10,50,51,101,4,14,55,55
4,15,11,50,51,101,4,15,55,55
4,16,7,50,51,101,4,11,55,55
4,16,8,50,50,100,4,12,55,55
4,16,9,50,50,100,4,13,55,55
4,16,10,50,51,101,4,14,55,55
4,16,11,50,51,101,4,15,55,55
4,16,12,50,53,103,4,16,55,55
4,17,7,50,51,101,4,11,55,55
4,17,8,50,50,100,4,12,55,55
4,17,9,50,50,100,4,13,55,55
4,17,10,50,51,101,4,14,55,55
4,17,11,50,51,101,4,15,55,55
4,17,12,50,53,103,4,16,55,55
4,17,13,50,53,103,4,17,55,55
4,18,8,50,50,100,4,12,55,55
4,18,9,50,50,100,4,13,55,55
4,18,10,50,51,101,4,14,55,55
4,18,11,50,51,101,4,15,55,55
4,18,12,50,53,103,4,16,55,55
4,18,13,50,53,103,4,17,55,55
4,18,14,50,53,103,4,18,55,55
4,19,8,50,50,100,4,12,55,55
4,19,9,50,50,100,4,13,55,55
4,19,10,50,51,101,4,14,55,55
4,19,11,50,51,101,4,15,55,55
4,19,12,50,53,103,4,16,55,55
4,19,13,50,53,103,4,17,55,55
4,19,14,50,53,103,4,18,55,55
4,19,15,50,53,103,4,19,55,55
4,20,9,50,50,100,4,13,55,55
4,20,10,50,51,101,4,14,55,55
4,20,11,50,51,101,4,15,55,55
4,20,12,50,53,103,4,16,55,55
4,20,13,50,53,103,4,17,55,55
4,20,14,50,53,103,4,18,55,55
4,20,15,50,53,103,4,19,55,55
4,20,16,50,53,103,4,20,55,55
4,21,9,50,50,100,4,13,55,55
4,21,10,50,51,101,4,14,55,55
4,21,11,50,51,101,4,15,55,55
4,21,12,50,53,103,4,16,55,55
4,21,13,50,53,103,4,17,55,55
4,21,14,50,53,103,4,18,55,55
4,21,15,50,53,103,4,19,55,55
4,21,16,50,53,103,4,20,55,55
4,21,17,50,53,103,4,21,55,55
4,22,10,50,51,101,4,14,55,55
4,22,11,50,51,101,4,15,55,55
4,22,12,50,53,103,4,16,55,55
4,22,13,50,53,103,4,17,55,55
4,22,14,50,53,103,4,18,55,55
4,22,15,50,53,103,4,19,55,55
4,22,16,50,53,103,4,20,55,55
4,22,17,50,53,103,4,21,55,55
4,22,18,50,53,103,4,22,55,55
4,23,10,50,51,101,4,14,55,55
4,23,11,50,51,101,4,15,55,55
4,23,12,50,53,103,4,16,55,55
4,23,13,50,53,103,4,17,55,55
4,23,14,50,53,103,4,18,55,55
4,23,15,50,53,103,4,19,55,55
4,23,16,50,53,103,4,20,55,55
4,23,17,50,53,103,4,21,55,55
4,23,18,50,53,103,4,22,55,55
4,23,19,50,53,103,4,23,55,55
4,24,11,50,51,101,4,15,55,55
4,24,12,50,53,103,4,16,55,55
4,24,13,50,53,103,4,17,55,55
4,24,14,50,53,103,4,18,55,55
4,24,15,50,53,103,4,19,55,55
4,24,16,50,53,103,4,20,55,55
4,24,17,50,53,103,4,21,55,55
4,24,18,50,53,103,4,22,55,55
4,24,19,50,53,103,4,23,55,55
4,24,20,50,53,103,4,24,55,55
4,25,11,50,51,101,4,15,55,55
4,25,12,50,53,103,4,16,55,55
4,25,13,50,53,103,4,17,55,55
4,25,14,50,53,103,4,18,55,55
4,25,15,50,53,103,4,19,55,55
4,25,16,50,53,103,4,20,55,55
4,25,17,50,53,103,4,21,55,55
4,25,18,50,53,103,4,22,55,55
4,25,19,50,53,103,4,23,55,55
4,25,20,50,53,103,4,24,55,55
4,25,21,50,53,103,4,25,55,55
4,26,12,50,53,103,4,16,55,55
4,26,13,50,53,103,4,17,55,55
4,26,14,50,53,103,4,18,55,55
4,26,15,50,53,103,4,19,55,55
4,26,16,50,53,103,4,20,55,55
4,26,17,50,53,103,4,21,55,55
4,26,18,50,53,103,4,22,55,55
4,26,19,50,53,103,4,23,55,55
4,26,20,50,53,103,4,24,55,55
4,26,21,50,53,103,4,25,55,55
4,26,22,50,53,103,4,26,55,55
4,27,12,50,53,103,4,16,55,55
4,27,13,50,53,103,4,17,55,55
4,27,14,50,53,103,4,18,55,55
4,27,15,50,53,103,4,19,55,55
4,27,16,50,53,103,4,20,55,55
4,27,17,50,53,103,4,21,55,55
4,27,18,50,53,103,4,22,55,55
4,27,19,50,53,103,4,23,55,55
4,27,20,50,53,103,4,24,55,55
4,27,21,50,53,103,4,25,55,55
4,27,22,50,53,103,4,26,55,55
4,27,23,50,53,103,4,27,55,55
4,28,13,50,53,103,4,17,55,55
4,28,14,50,53,103,4,18,55,55
4,28,15,50,53,103,4,19,55,55
4,28,16,50,53,103,4,20,55,55
4,28,17,50,53,103,4,21,55,55
4,28,18,50,53,103,4,22,55,55
4,28,19,50,53,103,4,23,55,55
4,28,20,50,53,103,4,24,55,55
4,28,21,50,53,103,4,25,55,55
4,28,22,50,53,103,4,26,55,55
4,28,23,50,53,103,4,27,55,55
4,28,24,50,53,103,4,28,55,55
4,29,13,50,53,103,4,17,55,55
4,29,14,50,53,103,4,18,55,55
4,29,15,50,53,103,4,19,55,55
4,29,16,50,53,103,4,20,55,55
4,29,17,50,53,103,4,21,55,55
4,29,18,50,53,103,4,22,55,55
4,29,19,50,53,103,4,23,55,55
4,29,20,50,53,103,4,24,55,55
4,29,21,50,53,103,4,25,55,55
4,29,22,50,53,103,4,26,55,55
4,29,23,50,53,103,4,27,55,55
4,29,24,50,53,103,4,28,55,55
4,29,25,50,53,103,4,29,55,55
5,8,3,51,51,102,5,8,55,55
5,9,3,51,51,102,5,8,55,55
5,9,4,51,51,102,5,9,55,55
5,10,3,51,51,102,5,8,55,55
5,10,4,51,51,102,5,9,55,55
5,10,5,50,51,101,5,10,55,55
5,11,4,51,51,102,5,9,55,55
5,11,5,50,51,101,5,10,55,55
5,11,6,50,51,101,5,11,55,55
5,12,4,51,51,102,5,9,55,55
5,12,5,50,51,101,5,10,55,55
5,12,6,50,51,101,5,11,55,55
5,12,7,50,50,100,5,12,55,55
5,13,5,50,51,101,5,10,55,55
5,13,6,50,51,101,5,11,55,55
5,13,7,50,50,100,5,12,55,55
5,13,8,50,50,100,5,13,55,55
5,14,5,50,51,101,5,10,55,55
5,14,6,50,51,101,5,11,55,55
5,14,7,50,50,100,5,12,55,55
5,14,8,50,50,100,5,13,55,55
5,14,9,50,51,101,5,14,55,55
5,15,6,50,51,101,5,11,55,55
5,15,7,50,50,100,5,12,55,55
5,15,8,50,50,100,5,13,55,55
5,15,9,50,51,101,5,14,55,55
5,15,10,50,51,101,5,15,55,55
5,16,6,50,51,101,5,11,55,55
5,16,7,50,50,100,5,12,55,55
5,16,8,50,50,100,5,13,55,55
5,16,9,50,51,101,5,14,55,55
5,16,10,50,51,101,5,15,55,55
5,16,11,50,53,103,5,16,55,55
5,17,7,50,50,100,5,12,55,55
5,17,8,50,50,100,5,13,55,55
5,17,9,50,51,101,5,14,55,55
5,17,10,50,51,101,5,15,55,55
5,17,11,50,53,103,5,16,55,55
5,17,12,50,53,103,5,17,55,55
5,18,7,50,50,100,5,12,55,55
5,18,8,50,50,100,5,13,55,55
5,18,9,50,51,101,5,14,55,55
5,18,10,50,51,101,5,15,55,55
5,18,11,50,53,103,5,16,55,55
5,18,12,50,53,103,5,17,55,55
5,18,13,50,53,103,5,18,55,55
5,19,8,50,50,100,5,13,55,55
5,19,9,50,51,101,5,14,55,55
5,19,10,50,51,101,5,15,55,55
5,19,11,50,53,103,5,16,55,55
5,19,12,50,53,103,5,17,55,55
5,19,13,50,53,103,5,18,55,55
5,19,14,50,53,103,5,19,55,55
5,20,8,50,50,100,5,13,55,55
5,20,9,50,51,101,5,14,55,55
5,20,10,50,51,101,5,15,55,55
5,20,11,50,53,103,5,16,55,55
5,20,12,50,53,103,5,17,55,55
5,20,13,50,53,103,5,18,55,55
5,20,14,50,53,103,5,19,55,55
5,20,15,50,53,103,5,20,55,55
5,21,9,50,51,101,5,14,55,55
5,21,10,50,51,101,5,15,55,55
5,21,11,50,53,103,5,16,55,55
5,21,12,50,53,103,5,17,55,55
5,21,13,50,53,103,5,18,55,55
5,21,14,50,53,103,5,19,55,55
5,21,15,50,53,103,5,20,55,55
5,21,16,50,53,103,5,21,55,55
5,22,9,50,51,101,5,14,55,55
5,22,10,50,51,101,5,15,55,55
5,22,11,50,53,103,5,16,55,55
5,22,12,50,53,103,5,17,55,55
5,22,13,50,53,103,5,18,55,55
5,22,14,50,53,103,5,19,55,55
5,22,15,50,53,103,5,20,55,55
5,22,16,50,53,103,5,21,55,55
5,22,17,50,53,103,5,22,55,55
5,23,10,50,51,101,5,15,55,55
5,23,11,50,53,103,5,16,55,55
5,23,12,50,53,103,5,17,55,55
5,23,13,50,53,103,5,18,55,55
5,23,14,50,53,103,5,19,55,55
5,23,15,50,53,103,5,20,55,55
5,23,16,50,53,103,5,21,55,55
5,23,17,50,53,103,5,22,55,55
5,23,18,50,53,103,5,23,55,55
5,24,10,50,51,101,5,15,55,55
5,24,11,50,53,103,5,16,55,55
5,24,12,50,53,103,5,17,55,55
5,24,13,50,53,103,5,18,55,55
5,24,14,50,53,103,5,19,55,55
5,24,15,50,53,103,5,20,55,55
5,24,16,50,53,103,5,21,55,55
5,24,17,50,53,103,5,22,55,55
5,24,18,50,53,103,5,23,55,55
5,24,19,50,53,103,5,24,55,55
5,25,11,50,53,103,5,16,55,55
5,25,12,50,53,103,5,17,55,55
5,25,13,50,53,103,5,18,55,55
5,25,14,50,53,103,5,19,55,55
5,25,15,50,53,103,5,20,55,55
5,25,16,50,53,103,5,21,55,55
5,25,17,50,53,103,5,22,55,55
5,25,18,50,53,103,5,23,55,55
5,25,19,50,53,103,5,24,55,55
5,25,20,50,53,103,5,25,55,55
5,26,11,50,53,103,5,16,55,55
5,26,12,50,53,103,5,17,55,55
5,26,13,50,53,103,5,18,55,55
5,26,14,50,53,103,5,19,55,55
5,26,15,50,53,103,5,20,55,55
5,26,16,50,53,103,5,21,55,55
5,26,17,50,53,103,5,22,55,55
5,26,18,50,53,103,5,23,55,55
5,26,19,50,53,103,5,24,55,55
5,26,20,50,53,103,5,25,55,55
5,26,21,50,53,103,5,26,55,55
5,27,12,50,53,103,5,17,55,55
5,27,13,50,53,103,5,18,55,55
5,27,14,50,53,103,5,19,55,55
5,27,15,50,53,103,5,20,55,55
5,27,16,50,53,103,5,21,55,55
5,27,17,50,53,103,5,22,55,55
5,27,18,50,53,103,5,23,55,55
5,27,19,50,53,103,5,24,55,55
5,27,20,50,53,103,5,25,55,55
5,27,21,50,53,103,5,26,55,55
5,27,22,50,53,103,5,27,55,55
5,28,12,50,53,103,5,17,55,55
5,28,13,50,53,103,5,18,55,55
5,28,14,50,53,103,5,19,55,55
5,28,15,50,53,103,5,20,55,55
5,28,16,50,53,103,5,21,55,55
5,28,17,50,53,103,5,22,55,55
5,28,18,50,53,103,5,23,55,55
5,28,19,50,53,103,5,24,55,55
5,28,20,50,53,103,5,25,55,55
5,28,21,50,53,103,5,26,55,55
5,28,22,50,53,103,5,27,55,55
5,28,23,50,53,103,5,28,55,55
5,29,13,50,53,103,5,18,55,55
5,29,14,50,53,103,5,19,55,55
5,29,15,50,53,103,5,20,55,55
5,29,16,50,53,103,5,21,55,55
5,29,17,50,53,103,5,22,55,55
5,29,18,50,53,103,5,23,55,55
5,29,19,50,53,103,5,24,55,55
5,29,20,50,53,103,5,25,55,55
5,29,21,50,53,103,5,26,55,55
5,29,22,50,53,103,5,27,55,55
5,29,23,50,53,103,5,28,55,55
5,29,24,50,53,103,5,29,55,55
6,9,3,51,51,102,6,9,55,55
6,10,3,51,51,102,6,9,55,55
6,10,4,51,51,102,6,10,55,55
6,11,3,51,51,102,6,9,55,55
6,11,4,51,51,102,6,10,55,55
6,11,5,51,51,102,6,11,55,55
6,12,4,51,51,102,6,10,55,55
6,12,5,51,51,102,6,11,55,55
6,12,6,51,51,102,6,12,55,55
6,13,4,51,51,102,6,10,55,55
6,13,5,51,51,102,6,11,55,55
6,13,6,51,51,102,6,12,55,55
6,13,7,51,51,102,6,13,55,55
6,14,5,51,51,102,6,11,55,55
6,14,6,51,51,102,6,12,55,55
6,14,7,51,51,102,6,13,55,55
6,14,8,51,52,103,6,14,55,55
6,15,5,51,51,102,6,11,55,55
6,15,6,51,51,102,6,12,55,55
6,15,7,51,51,102,6,13,55,55
6,15,8,51,52,103,6,14,55,55
6,15,9,51,52,103,6,15,55,55
6,16,6,51,51,102,6,12,55,55
6,16,7,51,51,102,6,13,55,55
6,16,8,51,52,103,6,14,55,55
6,16,9,51,52,103,6,15,55,55
6,16,10,51,54,105,6,16,55,55
6,17,6,51,51,102,6,12,55,55
6,17,7,51,51,102,6,13,55,55
6,17,8,51,52,103,6,14,55,55
6,17,9,51,52,103,6,15,55,55
6,17,10,51,54,105,6,16,55,55
6,17,11,51,54,105,6,17,55,55
6,18,7,51,51,102,6,13,55,55
6,18,8,51,52,103,6,14,55,55
6,18,9,51,52,103,6,15,55,55
6,18,10,51,54,105,6,16,55,55
6,18,11,51,54,105,6,17,55,55
6,18,12,51,54,105,6,18,55,55
6,19,7,51,51,102,6,13,55,55
6,19,8,51,52,103,6,14,55,55
6,19,9,51,52,103,6,15,55,55
6,19,10,51,54,105,6,16,55,55
6,19,11,51,54,105,6,17,55,55
6,19,12,51,54,105,6,18,55,55
6,19,13,51,54,105,6,19,55,55
6,20,8,51,52,103,6,14,55,55
6,20,9,51,52,103,6,15,55,55
6,20,10,51,54,105,6,16,55,55
6,20,11,51,54,105,6,17,55,55
6,20,12,51,54,105,6,18,55,55
6,20,13,51,54,105,6,19,55,55
6,20,14,51,54,105,6,20,55,55
6,21,8,51,52,103,6,14,55,55
6,21,9,51,52,103,6,15,55,55
6,21,10,51,54,105,6,16,55,55
6,21,11,51,54,105,6,17,55,55
6,21,12,51,54,105,6,18,55,55
6,21,13,51,54,105,6,19,55,55
6,21,14,51,54,105,6,20,55,55
6,21,15,51,54,105,6,21,55,55
6,22,9,51,52,103,6,15,55,55
6,22,10,51,54,105,6,16,55,55
6,22,11,51,54,105,6,17,55,55
6,22,12,51,54,105,6,18,55,55
6,22,13,51,54,105,6,19,55,55
6,22,14,51,54,105,6,20,55,55
